Unnamed: 0,accuracy,context,datetaken,datetakengranularity,datetakenunknown,description,farm,geo_is_contact,geo_is_family,geo_is_friend,geo_is_public,height_n,id,isfamily,isfriend,ispublic,latitude,license,longitude,owner,place_id,secret,server,title,url_n,views,width_n,woeid,keywords,grid,type
556,16,0,2019-06-27 09:56:14,0,0,{'_content': ''},66,0,0,0,1,240,48160703756,0,0,1,48.889361,0,2.245905,37996621819@N01,,cdfbd0e354,65535,Cindy Marion and Ernesto Butto at JHipster Conf,https://live.staticflickr.com/65535/48160703756_cdfbd0e354_n.jpg,40,320,6457369.0,"cindi, marion, ernesto, butto, jhipster, conf","14,4",
557,16,0,2019-06-26 17:04:59,0,0,{'_content': ''},66,0,0,0,1,320,49309273432,0,0,1,48.892589,0,2.236661,101080938@N03,,c83c120f79,65535,P1150750,https://live.staticflickr.com/65535/49309273432_c83c120f79_n.jpg,36,240,8504417.0,p1150750,"7,7",
558,16,0,2019-06-26 16:52:28,0,0,{'_content': ''},66,0,0,0,1,240,49309055906,0,0,1,48.892427,0,2.236382,101080938@N03,,338d1cb8bd,65535,P1150742,https://live.staticflickr.com/65535/49309055906_338d1cb8bd_n.jpg,37,320,8504417.0,p1150742,"7,7",
559,16,0,2019-06-26 16:56:50,0,0,{'_content': ''},66,0,0,0,1,320,49309072126,0,0,1,48.892759,0,2.235428,101080938@N03,,4bbe526172,65535,P1150745,https://live.staticflickr.com/65535/49309072126_4bbe526172_n.jpg,39,240,8504417.0,p1150745,"6,8",
560,16,0,2019-06-26 16:40:52,0,0,{'_content': ''},66,0,0,0,1,228,49308561113,0,0,1,48.892427,0,2.236382,101080938@N03,,ffdfcf2c0a,65535,P1150735,https://live.staticflickr.com/65535/49308561113_ffdfcf2c0a_n.jpg,38,320,8504417.0,p1150735,"7,7",
561,16,0,2019-06-26 12:15:53,0,0,{'_content': ''},66,0,0,0,1,254,49309058581,0,0,1,48.89187,0,2.244858,101080938@N03,,dfc3631f10,65535,P1150724,https://live.staticflickr.com/65535/49309058581_dfc3631f10_n.jpg,24,320,8504417.0,p1150724,"13,7",
562,15,0,2019-06-22 23:09:04,0,0,"{'_content': 'Mylène Farmer, Paris-La Défense Arena'}",66,0,0,0,1,240,48122392698,0,0,1,48.896352,0,2.229838,131363263@N06,,5b67857425,65535,Concert du 22062019...,https://live.staticflickr.com/65535/48122392698_5b67857425_n.jpg,1138,320,6457369.0,concert,"2,12",Arts and Entertainment
563,15,0,2019-06-22 22:48:29,0,1,"{'_content': 'Panoramique Mylène Farmer, Paris-La Défense Arena'}",66,0,0,0,1,176,48110203276,0,0,1,48.896352,0,2.229838,131363263@N06,,514fb200ea,65535,Concert du 22062019...,https://live.staticflickr.com/65535/48110203276_514fb200ea_n.jpg,1045,320,6457369.0,concert,"2,12",Arts and Entertainment
564,15,0,2019-06-22 22:47:22,0,0,"{'_content': 'Mylène Farmer, Paris-La Défense Arena'}",66,0,0,0,1,240,48122400418,0,0,1,48.896352,0,2.229838,131363263@N06,,2e4cae8c0a,65535,Concert du 22062019...,https://live.staticflickr.com/65535/48122400418_2e4cae8c0a_n.jpg,1496,320,6457369.0,concert,"2,12",Arts and Entertainment
565,15,0,2019-06-22 22:29:54,0,0,"{'_content': 'Mylène Farmer, Paris-La Défense Arena'}",66,0,0,0,1,240,48122380623,0,0,1,48.896352,0,2.229838,131363263@N06,,0c8117e135,65535,Concert du 22062019...,https://live.staticflickr.com/65535/48122380623_0c8117e135_n.jpg,972,320,6457369.0,concert,"2,12",Arts and Entertainment
566,16,0,2019-06-22 16:45:31,0,0,{'_content': 'Riding above ground between Esplanade de La Défense and Pont de Neuilly.'},66,0,0,0,1,240,48472342641,0,0,1,48.887433,3,2.251855,69754957@N00,,037a1689b2,65535,RATP Paris Métro Ligne 1,https://live.staticflickr.com/65535/48472342641_037a1689b2_n.jpg,141,320,2985034.0,"ratp, line","18,2",
567,16,0,2019-06-22 16:40:04,0,0,{'_content': 'Looking back up the esplanade toward La Grande Arche de La Défense.'},66,0,0,0,1,240,48472507807,0,0,1,48.888144,3,2.24973,69754957@N00,,37510fbe3a,65535,La Défense,https://live.staticflickr.com/65535/48472507807_37510fbe3a_n.jpg,61,320,8504417.0,,"17,3",
568,16,0,2019-06-22 16:37:23,0,0,{'_content': 'A view of the Eiffel Tower in the distance from a park between some office builings.'},66,0,0,0,1,240,48472507757,0,0,1,48.887938,3,2.249625,69754957@N00,,cebb81c741,65535,La Défense,https://live.staticflickr.com/65535/48472507757_cebb81c741_n.jpg,49,320,8504417.0,,"17,2",
569,16,0,2019-06-22 16:39:30,0,0,"{'_content': 'A pool with sculptures at the east end of La Défense. On this day, it was blowing mist at passers-by, helping to cool them off on a hot day.'}",66,0,0,0,1,240,48472486182,0,0,1,48.888102,3,2.249772,69754957@N00,,2d1a06d0be,65535,Bassin Takis,https://live.staticflickr.com/65535/48472486182_2d1a06d0be_n.jpg,80,320,8504417.0,"bassin, taki","17,2",
570,16,0,2019-06-22 16:13:56,0,0,{'_content': ''},66,0,0,0,1,240,48472507647,0,0,1,48.892011,3,2.239202,69754957@N00,,08eb53f509,65535,La Grande Arche de La Défense,https://live.staticflickr.com/65535/48472507647_08eb53f509_n.jpg,40,320,8504417.0,arch,"9,7",Landmarks and Outdoors
571,16,0,2019-06-22 16:16:04,0,0,{'_content': ''},66,0,0,0,1,240,48472486222,0,0,1,48.891444,3,2.239188,69754957@N00,,3b1018957b,65535,La Grande Arche de La Défense,https://live.staticflickr.com/65535/48472486222_3b1018957b_n.jpg,38,320,8504417.0,arch,"9,6",Landmarks and Outdoors
572,16,0,2019-06-22 15:51:37,0,0,{'_content': ''},66,0,0,0,1,240,48472342726,0,0,1,48.891308,3,2.236922,69754957@N00,,350bcf7c57,65535,La Grande Arche de La Défense,https://live.staticflickr.com/65535/48472342726_350bcf7c57_n.jpg,36,320,8504417.0,arch,"8,6",Landmarks and Outdoors
573,16,0,2019-06-22 15:57:18,0,0,{'_content': 'A view of some of the many skyscrapers in the Paris business district from under La Grande Arche.'},66,0,0,0,1,240,48472363136,0,0,1,48.892405,3,2.236258,69754957@N00,,2a67bce1eb,65535,La Défense,https://live.staticflickr.com/65535/48472363136_2a67bce1eb_n.jpg,43,320,8504417.0,,"7,7",
574,16,0,2019-07-08 12:10:52,0,1,"{'_content': 'Paris, France'}",66,0,0,0,1,213,48230017897,0,0,1,48.890158,0,2.227885,99935530@N02,,14e2bc6ed2,65535,Snake Head,https://live.staticflickr.com/65535/48230017897_14e2bc6ed2_n.jpg,165,320,6457369.0,head,"1,5",
575,16,0,2019-07-06 20:20:46,0,0,{'_content': ''},66,0,0,0,1,320,48550292167,0,0,1,48.890952,0,2.236775,26824176@N00,,c8046a90fd,65535,IMG_2725,https://live.staticflickr.com/65535/48550292167_c8046a90fd_n.jpg,9,240,8504417.0,img_2725,"7,6",
576,16,0,2019-07-06 20:14:58,0,0,{'_content': ''},66,0,0,0,1,320,48550147541,0,0,1,48.89095,0,2.236908,26824176@N00,,c6af15abc0,65535,IMG_2724,https://live.staticflickr.com/65535/48550147541_c6af15abc0_n.jpg,9,240,8504417.0,img_2724,"8,6",
577,16,0,2019-07-06 11:54:02,0,0,"{'_content': '<a href=""https://www.ladefense.fr/fr/vie-de-quartier/les-extatiques-deuxieme-edition"" rel=""noreferrer nofollow"">www.ladefense.fr/fr/vie-de-quartier/les-extatiques-deuxie...</a>\n\n<a href=""https://www.ladefense.fr/sites/default/files/pdf/les_extatiques_dp.pdf"" rel=""noreferrer nofollow"">www.ladefense.fr/sites/default/files/pdf/les_extatiques_d...</a>\n\nBenedetto Buffalino – La voiture sur le lampadaire, 2019 - Voiture Peugeot 406 blanche, métal, bois, système d’éclairage\n\nPour Benedetto Bufalino, chaque œuvre est une nouvelle aventure à imaginer. Ici pour le quartier de Paris La Défense il décide de poser une voiture sur un lampadaire. La voiture, symbole de la modernité du xxe siècle, a été pendant toute une période un élément central des villes, occupant tout l’espace (routes, parkings...). La voiture est un objet essentiel dans l’œuvre de Bufalino.'}",66,0,0,0,1,320,48220905532,0,0,1,48.889038,3,2.247787,145780790@N06,,a2396b3b3d,65535,"En configuration ""normale""",https://live.staticflickr.com/65535/48220905532_a2396b3b3d_n.jpg,603,320,6457369.0,,,
578,16,0,2019-07-06 11:59:13,0,0,"{'_content': '<a href=""https://www.ladefense.fr/fr/vie-de-quartier/les-extatiques-deuxieme-edition"" rel=""noreferrer nofollow"">www.ladefense.fr/fr/vie-de-quartier/les-extatiques-deuxie...</a>\n\n<a href=""https://www.ladefense.fr/sites/default/files/pdf/les_extatiques_dp.pdf"" rel=""noreferrer nofollow"">www.ladefense.fr/sites/default/files/pdf/les_extatiques_d...</a>\n\nBenedetto Buffalino – La voiture sur le lampadaire, 2019\n\nNi le choix du véhicule ni le choix de sa couleur ne sont laissés au hasard. Pour son œuvre à Paris La Défense, il s’agit d’une voiture blanche pour rester discrète et se fondre dans le ciel comme un nuage.'}",66,0,0,0,1,320,48220904992,0,0,1,48.889038,3,2.247787,145780790@N06,,15987fffd9,65535,Il y a un truc accroché au plafond ! 😳😳😳,https://live.staticflickr.com/65535/48220904992_15987fffd9_n.jpg,534,320,6457369.0,,,
579,16,0,2019-07-06 11:57:18,0,0,{'_content': ''},66,0,0,0,1,320,48388149612,0,0,1,48.889038,3,2.247787,145780790@N06,,efa4e53eaa,65535,La Défense a t'elle besoin de miroirs déformants ?,https://live.staticflickr.com/65535/48388149612_efa4e53eaa_n.jpg,371,213,8504417.0,,,
580,16,0,2019-07-06 11:47:36,0,0,"{'_content': '<a href=""https://www.ladefense.fr/sites/default/files/pdf/les_extatiques_dp.pdf"" rel=""noreferrer nofollow"">www.ladefense.fr/sites/default/files/pdf/les_extatiques_d...</a>\n\nBREATHING FLOWER, 2019Tissu, soufflerie, éclairage LED, acier, structure bois\nFigure de proue de l’art coréen, l’artiste et designer Choi Jeong Hwa mêle les disciplines, alliant art visuel, design graphique, design industriel et architecture. Son travail s’inspire de l’imagerie populaire et puise sa matière première dans l’industrie de masse. L’artiste collecte des matériaux bon marché, des objets de consommation du quotidien, qu’il détourne et assemble pour créer des sculptures joyeuses et colorées. Breathing Flower oxygène l’Esplanade de La Défense !Les immenses fleurs de lotus gonflables sont parmi les œuvres les plus emblématiques du travail de l’artiste. Symbole de pureté, le lotus est une fleur sacrée dans l’iconographie Bouddhiste. Sa représentation gonflable par l’artiste Choi Jeong Hwa appelle à plusieurs interprétations. Avec cette sculpture plus grande que nature, en matière synthétique et aux couleurs irréelles, l’artiste désanctifie l’icône religieuse pour en faire un objet ornemental enchanteur. Une allusion à l’éloignement du spirituel en Corée, un pays soumis à l’urbanisation rapide en plein essor économique. Les pétales de cette immense corolle de 7 mètres de diamètre se meuvent lentement au rythme des impulsions d’air, créant la sensation étrange d’une respiration. L’artiste insuffle la vie comme pour en conjurer la beauté éphémère.'}",66,0,0,0,1,213,48375471197,0,0,1,48.888206,3,2.246736,145780790@N06,,9606ea7d0f,65535,Fleur de Lotus Géante,https://live.staticflickr.com/65535/48375471197_9606ea7d0f_n.jpg,847,320,6457369.0,"lotu, flower","15,3",
581,16,0,2019-07-06 11:41:46,0,0,"{'_content': '<a href=""https://www.ladefense.fr/sites/default/files/pdf/les_extatiques_dp.pdf"" rel=""noreferrer nofollow"">www.ladefense.fr/sites/default/files/pdf/les_extatiques_d...</a>\n\nÉLOGE DE L’ENVOL, (IMAGE ARRÊTÉE), 2019Aluminium peint, acier peint, résine\nArtiste pluridisciplinaire, notamment connu pour ses photographies où il se met en scène dans des situations improbables, Philippe Ramette expérimente et propose des points de vue décalés sur le monde. Tout dans l’œuvre de l’artiste fait écho au quotidien. En jouant avec les codes de la perception, en défiant les règles de l’équilibre et de la pesanteur du monde, l’artiste questionne, avec humour et poésie, la présence humaine dans l’espace.«   Si la sculpture, Éloge de l’envol (Image arrêtée), a été imaginée spécifiquement pour l’exposition Les Extatiques (et sa thématique de l’année : l’air), j’ai souhaité qu’elle s’intègre particulièrement sur l’Esplanade de La Défense.La sculpture, qui représente une balançoire agrandie, semble être figée dans le mouvement le plus ascendant qu’elle puisse permettre. Comme si on avait opéré sur elle un « arrêt sur image ». L’assise de la balançoire est maintenue en l’air, la personne supposée y être installée l’ayant désertée.Je crois que cette sculpture offre une version poétique de l’envol. Elle représente une sorte de trait d’union entre le sol (l’esplanade), et le ciel (l’air).On peut également dans le contexte particulier du quartier de Paris La Défense (lieu par excellence d’activité intense) y voir un appel au dépassement de soi, une incitation à l’élévation.La balançoire d’une manière très entendue nous ramène au monde de l’enfance, à ses rêves, son rapport particulier à la réalité, sa poésie, mais aussi à son impatience à vouloir grandir, à ce désir de vouloir « voler de ses propres ailes »'}",66,0,0,0,1,320,48375470342,0,0,1,48.889828,3,2.245459,145780790@N06,,9529465cda,65535,L'envol...,https://live.staticflickr.com/65535/48375470342_9529465cda_n.jpg,668,320,6457369.0,flight,"14,4",Travel and Transportation
582,16,0,2019-07-06 11:30:50,0,0,"{'_content': '<a href=""https://www.ladefense.fr/sites/default/files/pdf/les_extatiques_dp.pdf"" rel=""noreferrer nofollow"">www.ladefense.fr/sites/default/files/pdf/les_extatiques_d...</a>\n\nOCTOPIED-BUILDING, 2019 - Gonflable en nylon, soufflerie\nDesigns in Air a été fondé par le duo d’artistes britanniques, Luke Egan et Pete Hamilton, alias Filthy Luker et Pedro Estrellas. Pionniers dans la fabrication de volumes gonflables, ils investissent l’espace public, depuis les années 90, avec de spectaculaires installations. Connues sous le nom d’Arts Attacks, leurs sculptures délirantes sont autant d’attaques visuelles, drôles et provocatrices, placées au cœur des villes. Plus récemment, les artistes ont lancé le projet Musii (Multi Sensory Interactive Inflatable), en collaboration avec le musicien Jnr. Hacksaw. Musii est un instrument de musique gonflable conçu pour l’éveil thérapeutique d’enfants porteurs de handicaps.Pour l’exposition à Paris La Défense, un poulpe géant envahit un immeuble en chantier ! Ce monstre marin, aux tentacules de 10 m de long, qui prend vie grâce à l’air qu’on lui insuffle, ne manque pas de sensibiliser le grand public à l’importance de la biodiversité et à l’urgence de la préserver.'}",66,0,0,0,1,320,48375329161,0,0,1,48.888827,3,2.245727,145780790@N06,,668b8a83e3,65535,Surprise !!!,https://live.staticflickr.com/65535/48375329161_668b8a83e3_n.jpg,1069,320,6457369.0,surpris,"14,3",
583,16,0,2019-07-06 11:33:11,0,0,"{'_content': '<a href=""https://www.ladefense.fr/sites/default/files/pdf/les_extatiques_dp.pdf"" rel=""noreferrer nofollow"">www.ladefense.fr/sites/default/files/pdf/les_extatiques_d...</a>\n\nOCTOPIED-BUILDING, 2019 - Gonflable en nylon, soufflerie\nDesigns in Air a été fondé par le duo d’artistes britanniques, Luke Egan et Pete Hamilton, alias Filthy Luker et Pedro Estrellas. Pionniers dans la fabrication de volumes gonflables, ils investissent l’espace public, depuis les années 90, avec de spectaculaires installations. Connues sous le nom d’Arts Attacks, leurs sculptures délirantes sont autant d’attaques visuelles, drôles et provocatrices, placées au cœur des villes. Plus récemment, les artistes ont lancé le projet Musii (Multi Sensory Interactive Inflatable), en collaboration avec le musicien Jnr. Hacksaw. Musii est un instrument de musique gonflable conçu pour l’éveil thérapeutique d’enfants porteurs de handicaps.Pour l’exposition à Paris La Défense, un poulpe géant envahit un immeuble en chantier ! Ce monstre marin, aux tentacules de 10 m de long, qui prend vie grâce à l’air qu’on lui insuffle, ne manque pas de sensibiliser le grand public à l’importance de la biodiversité et à l’urgence de la préserver.'}",66,0,0,0,1,180,48375331791,0,0,1,48.888827,3,2.245727,145780790@N06,,042c8b5109,65535,En couleurs,https://live.staticflickr.com/65535/48375331791_042c8b5109_n.jpg,1095,320,6457369.0,color,"14,3",
584,16,0,2019-07-06 11:38:07,0,0,"{'_content': '... récolte la tempête. \n\nExpression d\'origine biblique !À son origine dans le Livre d’Osée 8,7 : &quot;Ils sèment le vent, ils récolteront la tempête&quot; (Traduction Œcumènique de la Bible, VIIIe siècle avant J.-C.).\n\nLa référence aux semences et aux récoltes, si fréquente dans la Bible, rappelle que la vie agricole faisait partie du quotidien du peuple hébreu. \n\nPlus près de nous, l’auteur Jean-Christophe Grangé lui donne dans son roman Les rivières pourpres une connotation vraiment menaçante : « Qui sème la haine récolte la violence, la vengeance, la mort… ».\n\nMC Solaar « Qui sème le vent récolte le tempo »\n<a href=""https://www.youtube.com/watch?v=EkfJqL2Q7bI"" rel=""noreferrer nofollow"">www.youtube.com/watch?v=EkfJqL2Q7bI</a>\n'}",66,0,0,0,1,320,48397181457,0,0,1,48.889933,3,2.245159,145780790@N06,,277bf71849,65535,Qui sème le vent...,https://live.staticflickr.com/65535/48397181457_277bf71849_n.jpg,477,320,8504417.0,"sow, wind","13,4",
585,16,0,2019-07-06 12:11:18,0,0,{'_content': ''},66,0,0,0,1,213,48388009186,0,0,1,48.888121,3,2.250351,145780790@N06,,ce70020582,65535,Un p'tit coup d'chaud...,https://live.staticflickr.com/65535/48388009186_ce70020582_n.jpg,442,320,8504417.0,"littl, shot","17,2",
586,16,0,2019-07-06 12:06:52,0,0,"{'_content': '<a href=""https://www.ladefense.fr/fr/vie-de-quartier/les-extatiques-deuxieme-edition"" rel=""noreferrer nofollow"">www.ladefense.fr/fr/vie-de-quartier/les-extatiques-deuxie...</a>\n\n<a href=""https://www.ladefense.fr/sites/default/files/pdf/les_extatiques_dp.pdf"" rel=""noreferrer nofollow"">www.ladefense.fr/sites/default/files/pdf/les_extatiques_d...</a>\n\nFujiko Nakaya – Fog Sculpture #07156, 2019\nFujiko Nakaya, artiste japonaise spécialiste des sculptures de brouillard propose une intervention sur le bassin Takis qui enveloppera d’une nappe blanche les signaux de l’artiste grec.'}",66,0,0,0,1,320,48220910502,0,0,1,48.888227,3,2.249761,145780790@N06,,0408f6eefe,65535,Brume sur La Défense,https://live.staticflickr.com/65535/48220910502_0408f6eefe_n.jpg,516,213,6457369.0,mist,"17,3",
587,16,0,2019-07-06 12:06:14,0,0,{'_content': 'Plus 1 celle qui prend cette photo !\n'},66,0,0,0,1,320,48397180377,0,0,1,48.888227,3,2.249761,145780790@N06,,a28388be0b,65535,1-2-3 shootez !,https://live.staticflickr.com/65535/48397180377_a28388be0b_n.jpg,417,320,8504417.0,shootez,"17,3",
588,16,0,2019-07-05 13:24:46,0,1,{'_content': ''},66,0,0,0,1,180,48203939926,0,0,1,48.892569,0,2.235425,16993543@N08,,fdd67daa5f,65535,"La Grande Arche, La Défense, Courbevoie, France 2019",https://live.staticflickr.com/65535/48203939926_fdd67daa5f_n.jpg,10407,320,6457369.0,"arch, courbevoi, franc","6,7",Landmarks and Outdoors
589,16,0,2019-07-04 16:05:09,0,0,{'_content': 'France\nLa Défense\n\nArtiste : Choi Jeong Hwa\n\n'},66,0,0,0,1,213,48272857737,0,0,1,48.888145,0,2.246822,142995416@N07,,1a8ae55d9a,65535,Breathing Flower,https://live.staticflickr.com/65535/48272857737_1a8ae55d9a_n.jpg,2681,320,6457369.0,"breath, flower","15,3",Landmarks and Outdoors
590,16,0,2019-07-04 15:58:38,0,0,"{'_content': ""France\nLa Défense\n\nEn arrière plan, &quot;Le Moretti&quot; (ou Cheminée Moretti) est une œuvre de l'artiste français Raymond Moretti. \nIl s'agit de l'habillage d'une cheminée d'aération de 32 m de haut par plusieurs centaines de tubes de fibre de verre de couleurs vives.\n\nIn the background, &quot;Le Moretti&quot; (or Moretti Chimney) is an artwork made by the french artist Raymond Moretti.\nIt consists of covering a 32 m high aeration chimney with a great number of colourful fiberglass pipes.""}",66,0,0,0,1,213,48202478821,0,0,1,48.88891,0,2.247508,142995416@N07,,78174d8dc9,65535,Rayures // Stripes,https://live.staticflickr.com/65535/48202478821_78174d8dc9_n.jpg,10203,320,8504417.0,"stripe, stripe","15,3",
591,16,0,2019-07-04 15:12:00,0,0,{'_content': ''},66,0,0,0,1,320,48219084352,0,0,1,48.892266,0,2.230422,16993543@N08,,db2dfbb194,65535,"Immeuble Société Gnéréale, La Défense, Courbevoie, France 2019",https://live.staticflickr.com/65535/48219084352_db2dfbb194_n.jpg,902,213,6457369.0,"gnéréale, build, courbevoi, franc","3,7",
592,16,0,2019-07-04 09:43:19,0,0,{'_content': ''},66,0,0,0,1,213,48197830971,0,0,1,48.893133,0,2.231511,16993543@N08,,ea383584cd,65535,"La Défense, Courbevoie, France 2019",https://live.staticflickr.com/65535/48197830971_ea383584cd_n.jpg,1027,320,6457369.0,"courbevoi, franc","4,8",
593,16,0,2019-07-04 09:48:48,0,0,{'_content': ''},66,0,0,0,1,320,50598079612,0,0,1,48.892897,0,2.230888,16993543@N08,,54d7a78c8b,65535,"La Défense, Courbevoie, France 2019",https://live.staticflickr.com/65535/50598079612_54d7a78c8b_n.jpg,604,213,8504417.0,"courbevoi, franc","3,8",
594,16,0,2019-07-04 09:16:12,0,0,"{'_content': 'Le Lotus de Choi Jeong Hwa, artiste coréen.'}",66,0,0,0,1,282,48213409136,0,0,1,48.890765,0,2.240813,91504663@N06,,f12527ca73,65535,Paris La Défense,https://live.staticflickr.com/65535/48213409136_f12527ca73_n.jpg,1429,320,6457369.0,,"10,5",
595,16,0,2019-07-04 08:43:39,0,0,{'_content': 'Les soucoupes volantes ont atterri !'},66,0,0,0,1,222,48316113671,0,0,1,48.890236,0,2.241747,91504663@N06,,ccb39a93ef,65535,Paris - La Défense,https://live.staticflickr.com/65535/48316113671_ccb39a93ef_n.jpg,1710,320,6457369.0,,"11,5",
596,16,0,2019-07-03 14:11:13,0,0,{'_content': ''},66,0,0,0,1,240,50787947742,0,0,1,48.885927,0,2.250969,7815453@N05,,a153b5416c,65535,13 - Paris en juillet 2019 - La Défense,https://live.staticflickr.com/65535/50787947742_a153b5416c_n.jpg,588,320,2985034.0,juli,"18,0",
597,16,0,2019-07-02 06:18:33,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nTour CB21 (L)\nMeliá Paris La Défense (R)\nLa Défense, Paris, France\nHarrison &amp; Abramovitz;\nVasconi Architects'}",66,0,0,0,1,320,49558116428,0,0,1,48.888367,0,2.24989,23944110@N00,,12cf964dd2,65535,"Tour CB21 (L) Meliá Paris La Défense (R) | La Défense, Paris, France | Harrison & Abramovitz; Vasconi Architects",https://live.staticflickr.com/65535/49558116428_12cf964dd2_n.jpg,91,256,8504417.0,"cb21, tower, meliá, franc, harrison, amp, abramovitz, vasconi, architect","17,3",
598,16,0,2019-07-02 06:16:46,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nTour CB21 (L)\nMeliá Paris La Défense (C)\nTour First (R)\nLa Défense, Paris, France\nHarrison &amp; Abramovitz;\nVasconi Architects;\nMichel Stenzel, Pierre Dufau, Jean-Pierre Dacbert'}",66,0,0,0,1,320,49558612701,0,0,1,48.888367,0,2.24989,23944110@N00,,9e41714d9a,65535,"Tour CB21 (L); Meliá Paris La Défense (C); Tour First (R) | La Défense, Paris, France | Harrison & Abramovitz; Vasconi Architects; Michel Stenzel, Pierre Dufau, Jean-Pierre Dacbert",https://live.staticflickr.com/65535/49558612701_9e41714d9a_n.jpg,120,256,8504417.0,"tower, cb21, melia, franc, harrison, amp, abramovitz, vasconi, architect, michel, stenzel, pierr, jean-pierr, dacbert","17,3",Business and_Professional Services
599,16,0,2019-07-02 06:16:46,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nTour CB21 (L)\nMeliá Paris La Défense (C)\nTour First (R)\nLa Défense, Paris, France\nHarrison &amp; Abramovitz;\nVasconi Architects;\nMichel Stenzel, Pierre Dufau, Jean-Pierre Dacbert'}",66,0,0,0,1,320,49558848877,0,0,1,48.888367,0,2.24989,23944110@N00,,30c9b32303,65535,"Tour CB21 (L); Meliá Paris La Défense (C); Tour First (R) | La Défense, Paris, France | Harrison & Abramovitz; Vasconi Architects; Michel Stenzel, Pierre Dufau, Jean-Pierre Dacbert",https://live.staticflickr.com/65535/49558848877_30c9b32303_n.jpg,118,256,8504417.0,"tower, cb21, melia, franc, harrison, amp, abramovitz, vasconi, architect, michel, stenzel, pierr, jean-pierr, dacbert","17,3",Business and_Professional Services
600,16,0,2019-07-02 06:18:33,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nTour CB21 (L)\nMeliá Paris La Défense (R)\nLa Défense, Paris, France\nHarrison &amp; Abramovitz;\nVasconi Architects'}",66,0,0,0,1,320,49558116303,0,0,1,48.888367,0,2.24989,23944110@N00,,32c7fd4418,65535,"Tour CB21 (L) Meliá Paris La Défense (R) | La Défense, Paris, France | Harrison & Abramovitz; Vasconi Architects",https://live.staticflickr.com/65535/49558116303_32c7fd4418_n.jpg,89,256,8504417.0,"cb21, tower, meliá, franc, harrison, amp, abramovitz, vasconi, architect","17,3",
601,16,0,2019-07-02 06:02:06,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nTour Ariane\nLa Défense, Paris, France\nRobert Zammit, Jean de Mailly'}",66,0,0,0,1,213,49558849102,0,0,1,48.889573,0,2.243764,23944110@N00,,50fd587d6c,65535,"Tour Ariane | La Défense, Paris, France |Robert Zammit, Jean de Mailly",https://live.staticflickr.com/65535/49558849102_50fd587d6c_n.jpg,90,320,8504417.0,"ariadn, tower, franc, zammit, jean, mailli","12,4",
602,16,0,2019-07-02 06:02:06,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nTour Ariane\nLa Défense, Paris, France\nRobert Zammit, Jean de Mailly'}",66,0,0,0,1,213,49558849117,0,0,1,48.889573,0,2.243764,23944110@N00,,1b6c766f15,65535,"Tour Ariane | La Défense, Paris, France |Robert Zammit, Jean de Mailly",https://live.staticflickr.com/65535/49558849117_1b6c766f15_n.jpg,86,320,8504417.0,"ariadn, tower, franc, zammit, jean, mailli","12,4",
603,16,0,2019-07-02 05:50:20,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nCoeur Défense\nLa Défense, Paris, France\nJean-Paul Viguier'}",66,0,0,0,1,320,49558612971,0,0,1,48.890941,0,2.242895,23944110@N00,,31a6d15eff,65535,"Coeur Défense | La Défense, Paris, France | Jean-Paul Viguier",https://live.staticflickr.com/65535/49558612971_31a6d15eff_n.jpg,96,256,8504417.0,"heart, jean-paul, viguier","12,6",
604,16,0,2019-07-02 05:59:01,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nTour Ariane\nLa Défense, Paris, France\nRobert Zammit, Jean de Mailly'}",66,0,0,0,1,320,49558849202,0,0,1,48.889573,0,2.243764,23944110@N00,,41bce5af58,65535,"Tour Ariane | La Défense, Paris, France |Robert Zammit, Jean de Mailly",https://live.staticflickr.com/65535/49558849202_41bce5af58_n.jpg,86,256,8504417.0,"ariadn, tower, franc, zammit, jean, mailli","12,4",
605,16,0,2019-07-02 05:50:20,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nCoeur Défense\nLa Défense, Paris, France\nJean-Paul Viguier'}",66,0,0,0,1,320,49558116693,0,0,1,48.890941,0,2.242895,23944110@N00,,2223893964,65535,"Coeur Défense | La Défense, Paris, France | Jean-Paul Viguier",https://live.staticflickr.com/65535/49558116693_2223893964_n.jpg,94,256,8504417.0,"heart, jean-paul, viguier","12,6",
606,16,0,2019-07-02 05:59:01,0,0,"{'_content': 'Urban/Civic Sites\n\nJuly 2019\nTour Ariane\nLa Défense, Paris, France\nRobert Zammit, Jean de Mailly'}",66,0,0,0,1,320,49558612546,0,0,1,48.889573,0,2.243764,23944110@N00,,9919833c43,65535,"Tour Ariane | La Défense, Paris, France |Robert Zammit, Jean de Mailly",https://live.staticflickr.com/65535/49558612546_9919833c43_n.jpg,89,256,8504417.0,"ariadn, tower, franc, zammit, jean, mailli","12,4",
